YAL011W	SWC3	ORF	Verified	GO:0006338	chromatin remodeling	biological_process	involved in	manually curated
YAL011W	SWC3	ORF	Verified	GO:0006338	chromatin remodeling	biological_process	involved in	manually curated
YAL011W	SWC3	ORF	Verified	GO:0043486	histone exchange	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0016575	histone deacetylation	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0016575	histone deacetylation	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0016575	histone deacetylation	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0031939	negative regulation of chromatin silencing at telomere	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0031939	negative regulation of chromatin silencing at telomere	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0031939	negative regulation of chromatin silencing at telomere	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0031939	negative regulation of chromatin silencing at telomere	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0031939	negative regulation of chromatin silencing at telomere	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0061186	negative regulation of silent mating-type cassette heterochromatin assembly	biological_process	involved in	manually curated
YAL013W	DEP1	ORF	Verified	GO:0061188	negative regulation of ribosomal DNA heterochromatin assembly	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0000183	rDNA heterochromatin assembly	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0006338	chromatin remodeling	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0006348	chromatin silencing at telomere	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0016584	nucleosome positioning	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0030466	silent mating-type cassette heterochromatin assembly	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0031507	heterochromatin assembly	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0042766	nucleosome mobilization	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0043044	ATP-dependent chromatin remodeling	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0070829	heterochromatin maintenance	biological_process	involved in	manually curated
YAL019W	FUN30	ORF	Verified	GO:0070829	heterochromatin maintenance	biological_process	involved in	manually curated
YAL051W	OAF1	ORF	Verified	GO:0031940	positive regulation of chromatin silencing at telomere	biological_process	involved in	manually curated
YAL054C	ACS1	ORF	Verified	GO:0016573	histone acetylation	biological_process	involved in	manually curated
YAR002W	NUP60	ORF	Verified	GO:0030466	silent mating-type cassette heterochromatin assembly	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0006348	chromatin silencing at telomere	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0006348	chromatin silencing at telomere	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0006348	chromatin silencing at telomere	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0051568	histone H3-K4 methylation	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0051568	histone H3-K4 methylation	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0051568	histone H3-K4 methylation	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0051568	histone H3-K4 methylation	biological_process	involved in	manually curated
YAR003W	SWD1	ORF	Verified	GO:0051568	histone H3-K4 methylation	biological_process	involved in	manually curated
YBL002W	HTB2	ORF	Verified	GO:0006333	chromatin assembly or disassembly	biological_process	involved in	manually curated
YBL003C	HTA2	ORF	Verified	GO:0006333	chromatin assembly or disassembly	biological_process	involved in	manually curated
YBL006C	LDB7	ORF	Verified	GO:0006337	nucleosome disassembly	biological_process	involved in	manually curated
YBL006C	LDB7	ORF	Verified	GO:0043044	ATP-dependent chromatin remodeling	biological_process	involved in	manually curated
YBL008W	HIR1	ORF	Verified	GO:0006336	DNA replication-independent nucleosome assembly	biological_process	involved in	manually curated
YBL008W	HIR1	ORF	Verified	GO:0006336	DNA replication-independent nucleosome assembly	biological_process	involved in	manually curated
YBL052C	SAS3	ORF	Verified	GO:0006348	chromatin silencing at telomere	biological_process	involved in	manually curated
YBL052C	SAS3	ORF	Verified	GO:0016569	covalent chromatin modification	biological_process	involved in	manually curated
YBL052C	SAS3	ORF	Verified	GO:0016573	histone acetylation	biological_process	involved in	manually curated
YBL052C	SAS3	ORF	Verified	GO:0016573	histone acetylation	biological_process	involved in	manually curated
YBL052C	SAS3	ORF	Verified	GO:0030466	silent mating-type cassette heterochromatin assembly	biological_process	involved in	manually curated
YBL079W	NUP170	ORF	Verified	GO:0006342	chromatin silencing	biological_process	involved in	manually curated
YBL079W	NUP170	ORF	Verified	GO:0016584	nucleosome positioning	biological_process	involved in	manually curated
YBL079W	NUP170	ORF	Verified	GO:0031507	heterochromatin assembly	biological_process	involved in	manually curated
YBL088C	TEL1	ORF	Verified	GO:0016572	histone phosphorylation	biological_process	involved in	manually curated
YBL088C	TEL1	ORF	Verified	GO:0016572	histone phosphorylation	biological_process	involved in	manually curated
